,term,term_d,rate
2014-06-18,0d,0.0,1.7657
2014-06-18,1m,0.08,3.0123
2014-06-18,2m,0.17,3.0201
2014-06-18,3m,0.25,3.0298
2014-06-18,6m,0.5,3.1535
2014-06-18,9m,0.75,3.1968
2014-06-18,1y,1.0,3.3898
2014-06-18,2y,2.0,3.6225
2014-06-18,3y,3.0,3.7522
2014-06-18,4y,4.0,3.8123
2014-06-18,5y,5.0,3.8459
2014-06-18,6y,6.0,3.8898
2014-06-18,7y,7.0,3.9697
2014-06-18,8y,8.0,4.0078
2014-06-18,9y,9.0,4.0516
2014-06-18,10y,10.0,4.053999999999999
2014-06-18,15y,15.0,4.2366
2014-06-18,20y,20.0,4.4286
2014-06-18,30y,30.0,4.5735
2014-06-18,40y,40.0,4.6711
2014-06-18,50y,50.0,4.7153
