,term,term_d,rate
2011-06-15,0d,0.0,3.3194
2011-06-15,1m,0.08,3.2489999999999997
2011-06-15,2m,0.17,3.2065
2011-06-15,3m,0.25,3.2261
2011-06-15,6m,0.5,3.2628
2011-06-15,9m,0.75,3.304
2011-06-15,1y,1.0,3.3465
2011-06-15,2y,2.0,3.3914
2011-06-15,3y,3.0,3.489
2011-06-15,4y,4.0,3.5554
2011-06-15,5y,5.0,3.6211
2011-06-15,6y,6.0,3.7234
2011-06-15,7y,7.0,3.8032
2011-06-15,8y,8.0,3.8909
2011-06-15,9y,9.0,3.9711
2011-06-15,10y,10.0,3.9986
2011-06-15,15y,15.0,4.1314
2011-06-15,20y,20.0,4.2586
2011-06-15,30y,30.0,4.4095
2011-06-15,40y,40.0,4.4831
2011-06-15,50y,50.0,4.5576
