,term,term_d,rate
2011-10-25,0d,0.0,2.6089
2011-10-25,1m,0.08,2.8974
2011-10-25,2m,0.17,3.0883
2011-10-25,3m,0.25,3.1027
2011-10-25,6m,0.5,3.1314
2011-10-25,9m,0.75,3.1375
2011-10-25,1y,1.0,3.1669
2011-10-25,2y,2.0,3.4677
2011-10-25,3y,3.0,3.5324
2011-10-25,4y,4.0,3.6107
2011-10-25,5y,5.0,3.64
2011-10-25,6y,6.0,3.7068
2011-10-25,7y,7.0,3.7411
2011-10-25,8y,8.0,3.7751
2011-10-25,9y,9.0,3.793
2011-10-25,10y,10.0,3.7960000000000003
2011-10-25,15y,15.0,4.05
2011-10-25,20y,20.0,4.1862
2011-10-25,30y,30.0,4.2618
2011-10-25,40y,40.0,4.3728
2011-10-25,50y,50.0,4.4664
