,term,term_d,rate
2012-10-12,0d,0.0,1.6175
2012-10-12,1m,0.08,2.1804
2012-10-12,2m,0.17,2.5859
2012-10-12,3m,0.25,2.682
2012-10-12,6m,0.5,2.6852
2012-10-12,9m,0.75,2.6853
2012-10-12,1y,1.0,2.7543
2012-10-12,2y,2.0,2.9409
2012-10-12,3y,3.0,3.0534
2012-10-12,4y,4.0,3.1561
2012-10-12,5y,5.0,3.1839999999999997
2012-10-12,6y,6.0,3.3237
2012-10-12,7y,7.0,3.4197
2012-10-12,8y,8.0,3.4371
2012-10-12,9y,9.0,3.4584
2012-10-12,10y,10.0,3.4807
2012-10-12,15y,15.0,3.8026
2012-10-12,20y,20.0,4.0852
2012-10-12,30y,30.0,4.2052
2012-10-12,40y,40.0,4.2623
2012-10-12,50y,50.0,4.3133
