,term,term_d,rate
2011-07-13,0d,0.0,2.4397
2011-07-13,1m,0.08,2.8222
2011-07-13,2m,0.17,3.1319
2011-07-13,3m,0.25,3.2
2011-07-13,6m,0.5,3.2763
2011-07-13,9m,0.75,3.5041
2011-07-13,1y,1.0,3.5323
2011-07-13,2y,2.0,3.4744
2011-07-13,3y,3.0,3.4999
2011-07-13,4y,4.0,3.5327
2011-07-13,5y,5.0,3.569
2011-07-13,6y,6.0,3.6724
2011-07-13,7y,7.0,3.7509
2011-07-13,8y,8.0,3.8462
2011-07-13,9y,9.0,3.8807
2011-07-13,10y,10.0,3.8913
2011-07-13,15y,15.0,4.1044
2011-07-13,20y,20.0,4.2995
2011-07-13,30y,30.0,4.4752
2011-07-13,40y,40.0,4.5615
2011-07-13,50y,50.0,4.6216
