,term,term_d,rate
2013-06-14,0d,0.0,5.4844
2013-06-14,1m,0.08,4.209
2013-06-14,2m,0.17,3.6084
2013-06-14,3m,0.25,3.0983
2013-06-14,6m,0.5,3.1867
2013-06-14,9m,0.75,3.3416
2013-06-14,1y,1.0,3.1024
2013-06-14,2y,2.0,3.1989
2013-06-14,3y,3.0,3.2002
2013-06-14,4y,4.0,3.2426
2013-06-14,5y,5.0,3.275
2013-06-14,6y,6.0,3.3974
2013-06-14,7y,7.0,3.4116
2013-06-14,8y,8.0,3.4297
2013-06-14,9y,9.0,3.4560000000000004
2013-06-14,10y,10.0,3.4689
2013-06-14,15y,15.0,3.7259
2013-06-14,20y,20.0,3.9748
2013-06-14,30y,30.0,4.1225
2013-06-14,40y,40.0,4.2011
2013-06-14,50y,50.0,4.254
