,term,term_d,rate
2013-05-24,0d,0.0,2.7504
2013-05-24,1m,0.08,3.3368
2013-05-24,2m,0.17,2.7442
2013-05-24,3m,0.25,2.7653
2013-05-24,6m,0.5,2.782
2013-05-24,9m,0.75,2.8532
2013-05-24,1y,1.0,2.8673
2013-05-24,2y,2.0,3.0154
2013-05-24,3y,3.0,3.075
2013-05-24,4y,4.0,3.1098
2013-05-24,5y,5.0,3.1288
2013-05-24,6y,6.0,3.3338
2013-05-24,7y,7.0,3.3360000000000003
2013-05-24,8y,8.0,3.373
2013-05-24,9y,9.0,3.4105
2013-05-24,10y,10.0,3.4181
2013-05-24,15y,15.0,3.6995
2013-05-24,20y,20.0,3.9642
2013-05-24,30y,30.0,4.1177
2013-05-24,40y,40.0,4.1963
2013-05-24,50y,50.0,4.2568
