,term,term_d,rate
2012-08-01,0d,0.0,1.5639
2012-08-01,1m,0.08,1.9031
2012-08-01,2m,0.17,2.1637
2012-08-01,3m,0.25,2.2118
2012-08-01,6m,0.5,2.3108
2012-08-01,9m,0.75,2.312
2012-08-01,1y,1.0,2.3277
2012-08-01,2y,2.0,2.3617
2012-08-01,3y,3.0,2.6158
2012-08-01,4y,4.0,2.6512
2012-08-01,5y,5.0,2.8648
2012-08-01,6y,6.0,3.0387
2012-08-01,7y,7.0,3.1065
2012-08-01,8y,8.0,3.2442
2012-08-01,9y,9.0,3.2813
2012-08-01,10y,10.0,3.2921
2012-08-01,15y,15.0,3.6163
2012-08-01,20y,20.0,3.8974
2012-08-01,30y,30.0,4.1216
2012-08-01,40y,40.0,4.1691
2012-08-01,50y,50.0,4.2326
