,term,term_d,rate
2011-10-27,0d,0.0,3.0881
2011-10-27,1m,0.08,3.09
2011-10-27,2m,0.17,3.0918
2011-10-27,3m,0.25,3.1129
2011-10-27,6m,0.5,3.1273
2011-10-27,9m,0.75,3.1559
2011-10-27,1y,1.0,3.1898
2011-10-27,2y,2.0,3.4501
2011-10-27,3y,3.0,3.512
2011-10-27,4y,4.0,3.597
2011-10-27,5y,5.0,3.6508
2011-10-27,6y,6.0,3.7056
2011-10-27,7y,7.0,3.7411
2011-10-27,8y,8.0,3.7854
2011-10-27,9y,9.0,3.8018
2011-10-27,10y,10.0,3.8032
2011-10-27,15y,15.0,4.0462
2011-10-27,20y,20.0,4.1824
2011-10-27,30y,30.0,4.2512
2011-10-27,40y,40.0,4.3578
2011-10-27,50y,50.0,4.4514
