,term,term_d,rate
2013-06-27,0d,0.0,4.0774
2013-06-27,1m,0.08,4.6927
2013-06-27,2m,0.17,4.1565
2013-06-27,3m,0.25,3.9691
2013-06-27,6m,0.5,3.8824
2013-06-27,9m,0.75,3.3493
2013-06-27,1y,1.0,3.4463
2013-06-27,2y,2.0,3.3779
2013-06-27,3y,3.0,3.3287
2013-06-27,4y,4.0,3.3246
2013-06-27,5y,5.0,3.3258
2013-06-27,6y,6.0,3.4186
2013-06-27,7y,7.0,3.3997
2013-06-27,8y,8.0,3.4958
2013-06-27,9y,9.0,3.5393
2013-06-27,10y,10.0,3.5231
2013-06-27,15y,15.0,3.7539999999999996
2013-06-27,20y,20.0,3.9881
2013-06-27,30y,30.0,4.1291
2013-06-27,40y,40.0,4.2077
2013-06-27,50y,50.0,4.2573
