,term,term_d,rate
2014-05-06,0d,0.0,1.5467
2014-05-06,1m,0.08,2.8855
2014-05-06,2m,0.17,3.0304
2014-05-06,3m,0.25,3.105
2014-05-06,6m,0.5,3.3251
2014-05-06,9m,0.75,3.5502
2014-05-06,1y,1.0,3.5509
2014-05-06,2y,2.0,3.7206
2014-05-06,3y,3.0,3.977
2014-05-06,4y,4.0,4.0636
2014-05-06,5y,5.0,4.0758
2014-05-06,6y,6.0,4.2821
2014-05-06,7y,7.0,4.2109
2014-05-06,8y,8.0,4.2762
2014-05-06,9y,9.0,4.3102
2014-05-06,10y,10.0,4.2803
2014-05-06,15y,15.0,4.5157
2014-05-06,20y,20.0,4.7277
2014-05-06,30y,30.0,4.8435
2014-05-06,40y,40.0,4.9306
2014-05-06,50y,50.0,4.9823
