,term,term_d,rate
2011-11-16,0d,0.0,2.2681
2011-11-16,1m,0.08,2.3947
2011-11-16,2m,0.17,2.4929
2011-11-16,3m,0.25,2.5118
2011-11-16,6m,0.5,2.5213
2011-11-16,9m,0.75,2.5318
2011-11-16,1y,1.0,2.5692
2011-11-16,2y,2.0,2.9533
2011-11-16,3y,3.0,3.1414
2011-11-16,4y,4.0,3.2819
2011-11-16,5y,5.0,3.3545
2011-11-16,6y,6.0,3.5284
2011-11-16,7y,7.0,3.5410000000000004
2011-11-16,8y,8.0,3.6052
2011-11-16,9y,9.0,3.6209
2011-11-16,10y,10.0,3.6260000000000003
2011-11-16,15y,15.0,3.8646
2011-11-16,20y,20.0,4.0082
2011-11-16,30y,30.0,4.1411
2011-11-16,40y,40.0,4.2335
2011-11-16,50y,50.0,4.3172
