,term,term_d,rate
2014-11-20,0d,0.0,2.1087
2014-11-20,1m,0.08,3.2574
2014-11-20,2m,0.17,3.2585
2014-11-20,3m,0.25,3.234
2014-11-20,6m,0.5,3.2254
2014-11-20,9m,0.75,3.2208
2014-11-20,1y,1.0,3.2121
2014-11-20,2y,2.0,3.2936
2014-11-20,3y,3.0,3.3688
2014-11-20,4y,4.0,3.4289
2014-11-20,5y,5.0,3.4833
2014-11-20,6y,6.0,3.5516
2014-11-20,7y,7.0,3.6088
2014-11-20,8y,8.0,3.6329
2014-11-20,9y,9.0,3.6417
2014-11-20,10y,10.0,3.6521
2014-11-20,15y,15.0,3.8699
2014-11-20,20y,20.0,4.0598
2014-11-20,30y,30.0,4.1501
2014-11-20,40y,40.0,4.2229
2014-11-20,50y,50.0,4.2771
