,term,term_d,rate
2011-04-12,0d,0.0,1.2178
2011-04-12,1m,0.08,1.9664
2011-04-12,2m,0.17,2.5152
2011-04-12,3m,0.25,2.6044
2011-04-12,6m,0.5,2.7272
2011-04-12,9m,0.75,2.7742
2011-04-12,1y,1.0,2.8482
2011-04-12,2y,2.0,3.1441
2011-04-12,3y,3.0,3.2365
2011-04-12,4y,4.0,3.4079
2011-04-12,5y,5.0,3.4632
2011-04-12,6y,6.0,3.6462
2011-04-12,7y,7.0,3.6653
2011-04-12,8y,8.0,3.7809
2011-04-12,9y,9.0,3.8364
2011-04-12,10y,10.0,3.87
2011-04-12,15y,15.0,4.0494
2011-04-12,20y,20.0,4.1624
2011-04-12,30y,30.0,4.2887
2011-04-12,40y,40.0,4.3601
2011-04-12,50y,50.0,4.4257
