,term,term_d,rate
2013-05-09,0d,0.0,1.5564
2013-05-09,1m,0.08,2.5812
2013-05-09,2m,0.17,2.657
2013-05-09,3m,0.25,2.6642
2013-05-09,6m,0.5,2.7403
2013-05-09,9m,0.75,2.823
2013-05-09,1y,1.0,2.833
2013-05-09,2y,2.0,2.9701
2013-05-09,3y,3.0,3.0216
2013-05-09,4y,4.0,3.1197
2013-05-09,5y,5.0,3.1232
2013-05-09,6y,6.0,3.3341
2013-05-09,7y,7.0,3.3351
2013-05-09,8y,8.0,3.3688
2013-05-09,9y,9.0,3.4237
2013-05-09,10y,10.0,3.4317
2013-05-09,15y,15.0,3.7741
2013-05-09,20y,20.0,4.0156
2013-05-09,30y,30.0,4.1685
2013-05-09,40y,40.0,4.2471
2013-05-09,50y,50.0,4.3271
