,term,term_d,rate
2011-03-29,0d,0.0,1.2609
2011-03-29,1m,0.08,1.8636
2011-03-29,2m,0.17,2.3966
2011-03-29,3m,0.25,2.5939
2011-03-29,6m,0.5,2.6975
2011-03-29,9m,0.75,2.7511
2011-03-29,1y,1.0,2.8883
2011-03-29,2y,2.0,3.1641
2011-03-29,3y,3.0,3.2326
2011-03-29,4y,4.0,3.4416
2011-03-29,5y,5.0,3.4969
2011-03-29,6y,6.0,3.6782
2011-03-29,7y,7.0,3.7344
2011-03-29,8y,8.0,3.8324
2011-03-29,9y,9.0,3.8775
2011-03-29,10y,10.0,3.9044
2011-03-29,15y,15.0,4.0598
2011-03-29,20y,20.0,4.1759
2011-03-29,30y,30.0,4.3019
2011-03-29,40y,40.0,4.372
2011-03-29,50y,50.0,4.4375
