,term,term_d,rate
2014-11-21,0d,0.0,2.1557
2014-11-21,1m,0.08,3.2174
2014-11-21,2m,0.17,3.2191
2014-11-21,3m,0.25,3.2671
2014-11-21,6m,0.5,3.3001
2014-11-21,9m,0.75,3.2897
2014-11-21,1y,1.0,3.2686
2014-11-21,2y,2.0,3.3276
2014-11-21,3y,3.0,3.3831
2014-11-21,4y,4.0,3.447
2014-11-21,5y,5.0,3.5141
2014-11-21,6y,6.0,3.5778
2014-11-21,7y,7.0,3.6235
2014-11-21,8y,8.0,3.6411
2014-11-21,9y,9.0,3.647
2014-11-21,10y,10.0,3.6514
2014-11-21,15y,15.0,3.8692
2014-11-21,20y,20.0,4.0591
2014-11-21,30y,30.0,4.1494
2014-11-21,40y,40.0,4.2129
2014-11-21,50y,50.0,4.2671
