,term,term_d,rate
2012-06-01,0d,0.0,1.133
2012-06-01,1m,0.08,1.7453
2012-06-01,2m,0.17,2.1428
2012-06-01,3m,0.25,2.1633
2012-06-01,6m,0.5,2.1701
2012-06-01,9m,0.75,2.1709
2012-06-01,1y,1.0,2.2042
2012-06-01,2y,2.0,2.3707
2012-06-01,3y,3.0,2.4178
2012-06-01,4y,4.0,2.6373
2012-06-01,5y,5.0,2.8199
2012-06-01,6y,6.0,3.0924
2012-06-01,7y,7.0,3.1493
2012-06-01,8y,8.0,3.3277
2012-06-01,9y,9.0,3.3387
2012-06-01,10y,10.0,3.3416
2012-06-01,15y,15.0,3.6742
2012-06-01,20y,20.0,3.9497
2012-06-01,30y,30.0,4.1056
2012-06-01,40y,40.0,4.1727
2012-06-01,50y,50.0,4.2507
