,term,term_d,rate
2014-06-25,0d,0.0,2.1217
2014-06-25,1m,0.08,3.6223
2014-06-25,2m,0.17,3.2378
2014-06-25,3m,0.25,3.2462
2014-06-25,6m,0.5,3.2463
2014-06-25,9m,0.75,3.2463
2014-06-25,1y,1.0,3.3901
2014-06-25,2y,2.0,3.6047
2014-06-25,3y,3.0,3.7313
2014-06-25,4y,4.0,3.7948
2014-06-25,5y,5.0,3.8261
2014-06-25,6y,6.0,3.8805
2014-06-25,7y,7.0,3.9610000000000003
2014-06-25,8y,8.0,3.9973
2014-06-25,9y,9.0,4.0356
2014-06-25,10y,10.0,4.0557
2014-06-25,15y,15.0,4.2484
2014-06-25,20y,20.0,4.4304
2014-06-25,30y,30.0,4.5753
2014-06-25,40y,40.0,4.6729
2014-06-25,50y,50.0,4.7171
