,term,term_d,rate
2011-04-15,0d,0.0,1.2008
2011-04-15,1m,0.08,1.9041
2011-04-15,2m,0.17,2.4496
2011-04-15,3m,0.25,2.5539
2011-04-15,6m,0.5,2.7014
2011-04-15,9m,0.75,2.7615
2011-04-15,1y,1.0,2.8133
2011-04-15,2y,2.0,3.0719
2011-04-15,3y,3.0,3.1994
2011-04-15,4y,4.0,3.3749
2011-04-15,5y,5.0,3.4326
2011-04-15,6y,6.0,3.6382
2011-04-15,7y,7.0,3.6632
2011-04-15,8y,8.0,3.7771
2011-04-15,9y,9.0,3.8341
2011-04-15,10y,10.0,3.8709
2011-04-15,15y,15.0,4.0546
2011-04-15,20y,20.0,4.1677
2011-04-15,30y,30.0,4.2997
2011-04-15,40y,40.0,4.372
2011-04-15,50y,50.0,4.4375
