,term,term_d,rate
2015-01-15,0d,0.0,2.1387
2015-01-15,1m,0.08,3.4171
2015-01-15,2m,0.17,3.3961
2015-01-15,3m,0.25,3.2933
2015-01-15,6m,0.5,3.2248
2015-01-15,9m,0.75,3.2164
2015-01-15,1y,1.0,3.2059
2015-01-15,2y,2.0,3.2089999999999996
2015-01-15,3y,3.0,3.2267
2015-01-15,4y,4.0,3.3452
2015-01-15,5y,5.0,3.4575
2015-01-15,6y,6.0,3.4836
2015-01-15,7y,7.0,3.4957
2015-01-15,8y,8.0,3.5138
2015-01-15,9y,9.0,3.5294
2015-01-15,10y,10.0,3.5464
2015-01-15,15y,15.0,3.7648
2015-01-15,20y,20.0,3.9694
2015-01-15,30y,30.0,4.0697
2015-01-15,40y,40.0,4.1088
2015-01-15,50y,50.0,4.1686
