,term,term_d,rate
2015-08-27,0d,0.0,1.2324
2015-08-27,1m,0.08,2.1409
2015-08-27,2m,0.17,2.2653
2015-08-27,3m,0.25,2.2737
2015-08-27,6m,0.5,2.281
2015-08-27,9m,0.75,2.2735
2015-08-27,1y,1.0,2.2661
2015-08-27,2y,2.0,2.6081
2015-08-27,3y,3.0,2.9256
2015-08-27,4y,4.0,3.0692
2015-08-27,5y,5.0,3.1689
2015-08-27,6y,6.0,3.3339999999999996
2015-08-27,7y,7.0,3.3999
2015-08-27,8y,8.0,3.3977
2015-08-27,9y,9.0,3.3935
2015-08-27,10y,10.0,3.3902
2015-08-27,15y,15.0,3.5585
2015-08-27,20y,20.0,3.725
2015-08-27,30y,30.0,3.8724
2015-08-27,40y,40.0,3.928
2015-08-27,50y,50.0,3.9738
