,term,term_d,rate
2012-02-14,0d,0.0,1.9787
2012-02-14,1m,0.08,2.6186
2012-02-14,2m,0.17,3.0689
2012-02-14,3m,0.25,3.0888
2012-02-14,6m,0.5,2.8502
2012-02-14,9m,0.75,2.9151
2012-02-14,1y,1.0,2.9325
2012-02-14,2y,2.0,2.9862
2012-02-14,3y,3.0,3.0158
2012-02-14,4y,4.0,3.0915
2012-02-14,5y,5.0,3.1382
2012-02-14,6y,6.0,3.3280000000000003
2012-02-14,7y,7.0,3.3971
2012-02-14,8y,8.0,3.5132
2012-02-14,9y,9.0,3.5234
2012-02-14,10y,10.0,3.516
2012-02-14,15y,15.0,3.7602
2012-02-14,20y,20.0,3.9926
2012-02-14,30y,30.0,4.0917
2012-02-14,40y,40.0,4.1727
2012-02-14,50y,50.0,4.2619
