,term,term_d,rate
2014-10-17,0d,0.0,2.1577
2014-10-17,1m,0.08,3.4446
2014-10-17,2m,0.17,3.4560000000000004
2014-10-17,3m,0.25,3.5488
2014-10-17,6m,0.5,3.5802
2014-10-17,9m,0.75,3.5357
2014-10-17,1y,1.0,3.5385
2014-10-17,2y,2.0,3.5912
2014-10-17,3y,3.0,3.6002
2014-10-17,4y,4.0,3.6008
2014-10-17,5y,5.0,3.6139
2014-10-17,6y,6.0,3.6748
2014-10-17,7y,7.0,3.7835
2014-10-17,8y,8.0,3.7960000000000003
2014-10-17,9y,9.0,3.803
2014-10-17,10y,10.0,3.8110000000000004
2014-10-17,15y,15.0,4.0294
2014-10-17,20y,20.0,4.2193
2014-10-17,30y,30.0,4.461
2014-10-17,40y,40.0,4.5633
2014-10-17,50y,50.0,4.6175
