,term,term_d,rate
2011-02-01,0d,0.0,2.5188
2011-02-01,1m,0.08,2.8124
2011-02-01,2m,0.17,3.1060000000000003
2011-02-01,3m,0.25,3.2255
2011-02-01,6m,0.5,3.1293
2011-02-01,9m,0.75,3.14
2011-02-01,1y,1.0,3.1427
2011-02-01,2y,2.0,3.2496
2011-02-01,3y,3.0,3.3571
2011-02-01,4y,4.0,3.4911
2011-02-01,5y,5.0,3.616
2011-02-01,6y,6.0,3.8064
2011-02-01,7y,7.0,3.8233
2011-02-01,8y,8.0,3.8753
2011-02-01,9y,9.0,3.9416
2011-02-01,10y,10.0,4.0186
2011-02-01,15y,15.0,4.1711
2011-02-01,20y,20.0,4.2414
2011-02-01,30y,30.0,4.3362
2011-02-01,40y,40.0,4.3885
2011-02-01,50y,50.0,4.4531
