,term,term_d,rate
2011-08-24,0d,0.0,2.8646
2011-08-24,1m,0.08,2.9731
2011-08-24,2m,0.17,3.0817
2011-08-24,3m,0.25,3.2922
2011-08-24,6m,0.5,3.5442
2011-08-24,9m,0.75,3.6031
2011-08-24,1y,1.0,3.66
2011-08-24,2y,2.0,3.6627
2011-08-24,3y,3.0,3.6668
2011-08-24,4y,4.0,3.7488
2011-08-24,5y,5.0,3.8125
2011-08-24,6y,6.0,3.8623
2011-08-24,7y,7.0,3.905
2011-08-24,8y,8.0,3.9330000000000003
2011-08-24,9y,9.0,3.9459
2011-08-24,10y,10.0,3.9501
2011-08-24,15y,15.0,4.1929
2011-08-24,20y,20.0,4.3987
2011-08-24,30y,30.0,4.498
2011-08-24,40y,40.0,4.61
2011-08-24,50y,50.0,4.6862
