,term,term_d,rate
2012-07-02,0d,0.0,2.5538
2012-07-02,1m,0.08,2.2472
2012-07-02,2m,0.17,2.0633
2012-07-02,3m,0.25,2.1034
2012-07-02,6m,0.5,2.2187
2012-07-02,9m,0.75,2.3193
2012-07-02,1y,1.0,2.347
2012-07-02,2y,2.0,2.3495
2012-07-02,3y,3.0,2.5474
2012-07-02,4y,4.0,2.6853
2012-07-02,5y,5.0,2.9393
2012-07-02,6y,6.0,3.0892
2012-07-02,7y,7.0,3.115
2012-07-02,8y,8.0,3.3241
2012-07-02,9y,9.0,3.3337
2012-07-02,10y,10.0,3.3353
2012-07-02,15y,15.0,3.6457
2012-07-02,20y,20.0,3.9212
2012-07-02,30y,30.0,4.0943
2012-07-02,40y,40.0,4.1613
2012-07-02,50y,50.0,4.2365
