,term,term_d,rate
2013-11-28,0d,0.0,2.9057
2013-11-28,1m,0.08,4.861000000000001
2013-11-28,2m,0.17,4.3897
2013-11-28,3m,0.25,4.3287
2013-11-28,6m,0.5,4.1557
2013-11-28,9m,0.75,4.1622
2013-11-28,1y,1.0,4.0472
2013-11-28,2y,2.0,4.2255
2013-11-28,3y,3.0,4.308
2013-11-28,4y,4.0,4.3683
2013-11-28,5y,5.0,4.3323
2013-11-28,6y,6.0,4.4885
2013-11-28,7y,7.0,4.4030000000000005
2013-11-28,8y,8.0,4.5041
2013-11-28,9y,9.0,4.4993
2013-11-28,10y,10.0,4.4313
2013-11-28,15y,15.0,4.7082
2013-11-28,20y,20.0,4.9164
2013-11-28,30y,30.0,4.9844
2013-11-28,40y,40.0,5.1119
2013-11-28,50y,50.0,5.1768
