,term,term_d,rate
2014-04-11,0d,0.0,1.7967
2014-04-11,1m,0.08,2.9367
2014-04-11,2m,0.17,3.0772
2014-04-11,3m,0.25,3.1243
2014-04-11,6m,0.5,3.2416
2014-04-11,9m,0.75,3.346
2014-04-11,1y,1.0,3.5647
2014-04-11,2y,2.0,3.6685
2014-04-11,3y,3.0,4.0213
2014-04-11,4y,4.0,4.205
2014-04-11,5y,5.0,4.1673
2014-04-11,6y,6.0,4.488
2014-04-11,7y,7.0,4.3502
2014-04-11,8y,8.0,4.4402
2014-04-11,9y,9.0,4.516
2014-04-11,10y,10.0,4.4521
2014-04-11,15y,15.0,4.6882
2014-04-11,20y,20.0,4.9202
2014-04-11,30y,30.0,5.018
2014-04-11,40y,40.0,5.1031
2014-04-11,50y,50.0,5.1573
