,term,term_d,rate
2011-11-30,0d,0.0,2.4211
2011-11-30,1m,0.08,2.5936
2011-11-30,2m,0.17,2.7008
2011-11-30,3m,0.25,2.7057
2011-11-30,6m,0.5,2.7030000000000003
2011-11-30,9m,0.75,2.7008
2011-11-30,1y,1.0,2.7366
2011-11-30,2y,2.0,2.9853
2011-11-30,3y,3.0,3.0994
2011-11-30,4y,4.0,3.2849
2011-11-30,5y,5.0,3.3026
2011-11-30,6y,6.0,3.4889
2011-11-30,7y,7.0,3.5071
2011-11-30,8y,8.0,3.5902
2011-11-30,9y,9.0,3.616
2011-11-30,10y,10.0,3.6091
2011-11-30,15y,15.0,3.8797
2011-11-30,20y,20.0,4.0867
2011-11-30,30y,30.0,4.1533
2011-11-30,40y,40.0,4.2485
2011-11-30,50y,50.0,4.3325
