,term,term_d,rate
2013-11-22,0d,0.0,3.0587
2013-11-22,1m,0.08,4.871
2013-11-22,2m,0.17,4.3497
2013-11-22,3m,0.25,4.468
2013-11-22,6m,0.5,4.1527
2013-11-22,9m,0.75,4.1622
2013-11-22,1y,1.0,4.1265
2013-11-22,2y,2.0,4.3055
2013-11-22,3y,3.0,4.343
2013-11-22,4y,4.0,4.5172
2013-11-22,5y,5.0,4.4538
2013-11-22,6y,6.0,4.6216
2013-11-22,7y,7.0,4.5064
2013-11-22,8y,8.0,4.6125
2013-11-22,9y,9.0,4.6234
2013-11-22,10y,10.0,4.6509
2013-11-22,15y,15.0,4.8482
2013-11-22,20y,20.0,5.0564
2013-11-22,30y,30.0,5.1244
2013-11-22,40y,40.0,5.2519
2013-11-22,50y,50.0,5.3168
