,term,term_d,rate
2011-07-04,0d,0.0,2.2631
2011-07-04,1m,0.08,2.8949
2011-07-04,2m,0.17,3.2842
2011-07-04,3m,0.25,3.2927
2011-07-04,6m,0.5,3.2969999999999997
2011-07-04,9m,0.75,3.3003
2011-07-04,1y,1.0,3.4018
2011-07-04,2y,2.0,3.4484
2011-07-04,3y,3.0,3.3856
2011-07-04,4y,4.0,3.4586
2011-07-04,5y,5.0,3.5155
2011-07-04,6y,6.0,3.6492
2011-07-04,7y,7.0,3.7099
2011-07-04,8y,8.0,3.8149
2011-07-04,9y,9.0,3.8626
2011-07-04,10y,10.0,3.8842
2011-07-04,15y,15.0,4.0944
2011-07-04,20y,20.0,4.2895
2011-07-04,30y,30.0,4.5063
2011-07-04,40y,40.0,4.5585
2011-07-04,50y,50.0,4.6186
