,term,term_d,rate
2014-01-23,0d,0.0,2.4207
2014-01-23,1m,0.08,4.718999999999999
2014-01-23,2m,0.17,3.9531
2014-01-23,3m,0.25,3.8321
2014-01-23,6m,0.5,3.7754
2014-01-23,9m,0.75,3.6527
2014-01-23,1y,1.0,3.6974
2014-01-23,2y,2.0,3.8882
2014-01-23,3y,3.0,4.0481
2014-01-23,4y,4.0,4.3488
2014-01-23,5y,5.0,4.32
2014-01-23,6y,6.0,4.5489999999999995
2014-01-23,7y,7.0,4.4779
2014-01-23,8y,8.0,4.5972
2014-01-23,9y,9.0,4.5742
2014-01-23,10y,10.0,4.4825
2014-01-23,15y,15.0,4.7026
2014-01-23,20y,20.0,4.9358
2014-01-23,30y,30.0,5.0378
2014-01-23,40y,40.0,5.1112
2014-01-23,50y,50.0,5.1661
