,term,term_d,rate
2015-12-21,0d,0.0,1.7009999999999998
2015-12-21,1m,0.08,2.2944
2015-12-21,2m,0.17,2.2795
2015-12-21,3m,0.25,2.3332
2015-12-21,6m,0.5,2.3494
2015-12-21,9m,0.75,2.3398
2015-12-21,1y,1.0,2.3601
2015-12-21,2y,2.0,2.4752
2015-12-21,3y,3.0,2.5836
2015-12-21,4y,4.0,2.6448
2015-12-21,5y,5.0,2.6996
2015-12-21,6y,6.0,2.8044
2015-12-21,7y,7.0,2.8653
2015-12-21,8y,8.0,2.875
2015-12-21,9y,9.0,2.8789
2015-12-21,10y,10.0,2.8811
2015-12-21,15y,15.0,3.2353
2015-12-21,20y,20.0,3.5696
2015-12-21,30y,30.0,3.7052
2015-12-21,40y,40.0,3.7675
2015-12-21,50y,50.0,3.8303
