,term,term_d,rate
2013-07-18,0d,0.0,2.5144
2013-07-18,1m,0.08,3.4649
2013-07-18,2m,0.17,3.5324
2013-07-18,3m,0.25,3.5699
2013-07-18,6m,0.5,3.4913
2013-07-18,9m,0.75,3.4916
2013-07-18,1y,1.0,3.4544
2013-07-18,2y,2.0,3.3573
2013-07-18,3y,3.0,3.4015
2013-07-18,4y,4.0,3.4984
2013-07-18,5y,5.0,3.4789999999999996
2013-07-18,6y,6.0,3.6046
2013-07-18,7y,7.0,3.6201
2013-07-18,8y,8.0,3.6481
2013-07-18,9y,9.0,3.6828
2013-07-18,10y,10.0,3.6903
2013-07-18,15y,15.0,3.8397
2013-07-18,20y,20.0,4.0332
2013-07-18,30y,30.0,4.1513
2013-07-18,40y,40.0,4.2299
2013-07-18,50y,50.0,4.2684
