,term,term_d,rate
2015-08-05,0d,0.0,0.9014
2015-08-05,1m,0.08,1.7689
2015-08-05,2m,0.17,2.1196
2015-08-05,3m,0.25,2.1469
2015-08-05,6m,0.5,2.2633
2015-08-05,9m,0.75,2.2686
2015-08-05,1y,1.0,2.2428
2015-08-05,2y,2.0,2.575
2015-08-05,3y,3.0,2.8852
2015-08-05,4y,4.0,3.0662
2015-08-05,5y,5.0,3.2030000000000003
2015-08-05,6y,6.0,3.3799
2015-08-05,7y,7.0,3.4614
2015-08-05,8y,8.0,3.4673
2015-08-05,9y,9.0,3.4696
2015-08-05,10y,10.0,3.4701
2015-08-05,15y,15.0,3.6801
2015-08-05,20y,20.0,3.8302
2015-08-05,30y,30.0,3.9491
2015-08-05,40y,40.0,4.0048
2015-08-05,50y,50.0,4.0506
