,term,term_d,rate
2014-06-03,0d,0.0,1.5977
2014-06-03,1m,0.08,2.4995
2014-06-03,2m,0.17,2.7030000000000003
2014-06-03,3m,0.25,2.8737
2014-06-03,6m,0.5,3.0791
2014-06-03,9m,0.75,3.255
2014-06-03,1y,1.0,3.3139
2014-06-03,2y,2.0,3.6116
2014-06-03,3y,3.0,3.7859
2014-06-03,4y,4.0,3.8411
2014-06-03,5y,5.0,3.8628
2014-06-03,6y,6.0,3.9118
2014-06-03,7y,7.0,3.9821
2014-06-03,8y,8.0,3.995
2014-06-03,9y,9.0,4.0152
2014-06-03,10y,10.0,4.0214
2014-06-03,15y,15.0,4.1959
2014-06-03,20y,20.0,4.3879
2014-06-03,30y,30.0,4.5228
2014-06-03,40y,40.0,4.6204
2014-06-03,50y,50.0,4.6646
