,term,term_d,rate
2012-09-25,0d,0.0,3.4446
2012-09-25,1m,0.08,2.9779
2012-09-25,2m,0.17,2.6979
2012-09-25,3m,0.25,2.7129
2012-09-25,6m,0.5,2.7593
2012-09-25,9m,0.75,2.8029
2012-09-25,1y,1.0,2.8485
2012-09-25,2y,2.0,2.9873
2012-09-25,3y,3.0,3.0961
2012-09-25,4y,4.0,3.2005
2012-09-25,5y,5.0,3.2434
2012-09-25,6y,6.0,3.3261
2012-09-25,7y,7.0,3.3813
2012-09-25,8y,8.0,3.4376
2012-09-25,9y,9.0,3.4626
2012-09-25,10y,10.0,3.4676
2012-09-25,15y,15.0,3.694
2012-09-25,20y,20.0,3.9399
2012-09-25,30y,30.0,4.1637
2012-09-25,40y,40.0,4.2208
2012-09-25,50y,50.0,4.2768
