,term,term_d,rate
2011-11-29,0d,0.0,2.4047
2011-11-29,1m,0.08,2.5664
2011-11-29,2m,0.17,2.6758
2011-11-29,3m,0.25,2.6861
2011-11-29,6m,0.5,2.6802
2011-11-29,9m,0.75,2.676
2011-11-29,1y,1.0,2.7239999999999998
2011-11-29,2y,2.0,2.9745
2011-11-29,3y,3.0,3.1202
2011-11-29,4y,4.0,3.3265
2011-11-29,5y,5.0,3.3458
2011-11-29,6y,6.0,3.5045
2011-11-29,7y,7.0,3.5377
2011-11-29,8y,8.0,3.6119
2011-11-29,9y,9.0,3.6351
2011-11-29,10y,10.0,3.6315
2011-11-29,15y,15.0,3.8891
2011-11-29,20y,20.0,4.0705
2011-11-29,30y,30.0,4.1633
2011-11-29,40y,40.0,4.2585
2011-11-29,50y,50.0,4.3425
