,term,term_d,rate
2015-12-16,0d,0.0,1.6480000000000001
2015-12-16,1m,0.08,2.3704
2015-12-16,2m,0.17,2.4006
2015-12-16,3m,0.25,2.3988
2015-12-16,6m,0.5,2.3998
2015-12-16,9m,0.75,2.4001
2015-12-16,1y,1.0,2.4028
2015-12-16,2y,2.0,2.5784
2015-12-16,3y,3.0,2.7292
2015-12-16,4y,4.0,2.7835
2015-12-16,5y,5.0,2.82
2015-12-16,6y,6.0,2.9296
2015-12-16,7y,7.0,2.9907
2015-12-16,8y,8.0,2.9969
2015-12-16,9y,9.0,2.9995
2015-12-16,10y,10.0,3.0007
2015-12-16,15y,15.0,3.3248
2015-12-16,20y,20.0,3.6474
2015-12-16,30y,30.0,3.7791
2015-12-16,40y,40.0,3.8414
2015-12-16,50y,50.0,3.8981
