,term,term_d,rate
2012-03-06,0d,0.0,1.3646
2012-03-06,1m,0.08,2.3939
2012-03-06,2m,0.17,2.9852
2012-03-06,3m,0.25,2.9533
2012-03-06,6m,0.5,2.8782
2012-03-06,9m,0.75,2.9127
2012-03-06,1y,1.0,2.9322
2012-03-06,2y,2.0,3.009
2012-03-06,3y,3.0,3.0326
2012-03-06,4y,4.0,3.1455
2012-03-06,5y,5.0,3.2133
2012-03-06,6y,6.0,3.4022
2012-03-06,7y,7.0,3.4621
2012-03-06,8y,8.0,3.54
2012-03-06,9y,9.0,3.5446
2012-03-06,10y,10.0,3.5465
2012-03-06,15y,15.0,3.775
2012-03-06,20y,20.0,4.0184
2012-03-06,30y,30.0,4.1327
2012-03-06,40y,40.0,4.247
2012-03-06,50y,50.0,4.3451
