,term,term_d,rate
2012-09-13,0d,0.0,1.6279
2012-09-13,1m,0.08,2.1557
2012-09-13,2m,0.17,2.5254
2012-09-13,3m,0.25,2.5977
2012-09-13,6m,0.5,2.6894
2012-09-13,9m,0.75,2.7012
2012-09-13,1y,1.0,2.7365
2012-09-13,2y,2.0,3.048
2012-09-13,3y,3.0,3.1784
2012-09-13,4y,4.0,3.2221
2012-09-13,5y,5.0,3.2689
2012-09-13,6y,6.0,3.3347
2012-09-13,7y,7.0,3.4264
2012-09-13,8y,8.0,3.4531
2012-09-13,9y,9.0,3.4701
2012-09-13,10y,10.0,3.4834
2012-09-13,15y,15.0,3.7106
2012-09-13,20y,20.0,3.9655
2012-09-13,30y,30.0,4.1701
2012-09-13,40y,40.0,4.2225
2012-09-13,50y,50.0,4.2785
