,term,term_d,rate
2012-07-11,0d,0.0,1.2914
2012-07-11,1m,0.08,1.5841
2012-07-11,2m,0.17,1.8766
2012-07-11,3m,0.25,1.9799
2012-07-11,6m,0.5,2.1328
2012-07-11,9m,0.75,2.1443
2012-07-11,1y,1.0,2.2236
2012-07-11,2y,2.0,2.2458
2012-07-11,3y,3.0,2.4269
2012-07-11,4y,4.0,2.5851
2012-07-11,5y,5.0,2.7841
2012-07-11,6y,6.0,2.9812
2012-07-11,7y,7.0,3.0072
2012-07-11,8y,8.0,3.2105
2012-07-11,9y,9.0,3.2351
2012-07-11,10y,10.0,3.2398
2012-07-11,15y,15.0,3.5793
2012-07-11,20y,20.0,3.888
2012-07-11,30y,30.0,4.0868
2012-07-11,40y,40.0,4.1542
2012-07-11,50y,50.0,4.23
