,term,term_d,rate
2011-09-26,0d,0.0,2.1921
2011-09-26,1m,0.08,2.7129
2011-09-26,2m,0.17,3.2336
2011-09-26,3m,0.25,3.4378
2011-09-26,6m,0.5,3.5203
2011-09-26,9m,0.75,3.5366
2011-09-26,1y,1.0,3.5519
2011-09-26,2y,2.0,3.7063
2011-09-26,3y,3.0,3.7447
2011-09-26,4y,4.0,3.7453
2011-09-26,5y,5.0,3.7549
2011-09-26,6y,6.0,3.8473
2011-09-26,7y,7.0,3.8563
2011-09-26,8y,8.0,3.8805
2011-09-26,9y,9.0,3.8893
2011-09-26,10y,10.0,3.8878
2011-09-26,15y,15.0,4.1774
2011-09-26,20y,20.0,4.3634
2011-09-26,30y,30.0,4.4279
2011-09-26,40y,40.0,4.5282
2011-09-26,50y,50.0,4.6199
