,term,term_d,rate
2013-11-01,0d,0.0,3.1979
2013-11-01,1m,0.08,3.8894
2013-11-01,2m,0.17,3.8132
2013-11-01,3m,0.25,3.7934
2013-11-01,6m,0.5,3.8047
2013-11-01,9m,0.75,3.8762
2013-11-01,1y,1.0,3.9422
2013-11-01,2y,2.0,3.9564
2013-11-01,3y,3.0,3.9952
2013-11-01,4y,4.0,4.027
2013-11-01,5y,5.0,4.0533
2013-11-01,6y,6.0,4.1231
2013-11-01,7y,7.0,4.1102
2013-11-01,8y,8.0,4.162
2013-11-01,9y,9.0,4.1884
2013-11-01,10y,10.0,4.1556
2013-11-01,15y,15.0,4.3793
2013-11-01,20y,20.0,4.5675
2013-11-01,30y,30.0,4.7257
2013-11-01,40y,40.0,4.7769
2013-11-01,50y,50.0,4.8418
