,term,term_d,rate
2012-12-03,0d,0.0,1.7227
2012-12-03,1m,0.08,2.3174
2012-12-03,2m,0.17,2.7842
2012-12-03,3m,0.25,2.8664
2012-12-03,6m,0.5,2.8274
2012-12-03,9m,0.75,2.8471
2012-12-03,1y,1.0,2.8744
2012-12-03,2y,2.0,3.0473
2012-12-03,3y,3.0,3.0659
2012-12-03,4y,4.0,3.1691
2012-12-03,5y,5.0,3.2647
2012-12-03,6y,6.0,3.3642
2012-12-03,7y,7.0,3.4562
2012-12-03,8y,8.0,3.4774
2012-12-03,9y,9.0,3.5063
2012-12-03,10y,10.0,3.5397
2012-12-03,15y,15.0,3.8396
2012-12-03,20y,20.0,4.0942
2012-12-03,30y,30.0,4.1947
2012-12-03,40y,40.0,4.2802
2012-12-03,50y,50.0,4.3459
