,term,term_d,rate
2014-07-09,0d,0.0,2.4777
2014-07-09,1m,0.08,2.7803
2014-07-09,2m,0.17,3.1139
2014-07-09,3m,0.25,3.1183
2014-07-09,6m,0.5,3.2272
2014-07-09,9m,0.75,3.3915
2014-07-09,1y,1.0,3.4839
2014-07-09,2y,2.0,3.6815
2014-07-09,3y,3.0,3.8556
2014-07-09,4y,4.0,3.9106
2014-07-09,5y,5.0,3.9477
2014-07-09,6y,6.0,3.985
2014-07-09,7y,7.0,4.0829
2014-07-09,8y,8.0,4.1033
2014-07-09,9y,9.0,4.1211
2014-07-09,10y,10.0,4.1276
2014-07-09,15y,15.0,4.3192
2014-07-09,20y,20.0,4.5012
2014-07-09,30y,30.0,4.6461
2014-07-09,40y,40.0,4.7437
2014-07-09,50y,50.0,4.7879
