,term,term_d,rate
2014-02-12,0d,0.0,2.7457
2014-02-12,1m,0.08,4.018
2014-02-12,2m,0.17,3.2886
2014-02-12,3m,0.25,3.3645
2014-02-12,6m,0.5,3.4105
2014-02-12,9m,0.75,3.4627
2014-02-12,1y,1.0,3.5448
2014-02-12,2y,2.0,3.7252
2014-02-12,3y,3.0,3.9031
2014-02-12,4y,4.0,4.2471
2014-02-12,5y,5.0,4.1914
2014-02-12,6y,6.0,4.4751
2014-02-12,7y,7.0,4.4087
2014-02-12,8y,8.0,4.544
2014-02-12,9y,9.0,4.5408
2014-02-12,10y,10.0,4.4783
2014-02-12,15y,15.0,4.7146
2014-02-12,20y,20.0,4.9478
2014-02-12,30y,30.0,5.0423
2014-02-12,40y,40.0,5.1207
2014-02-12,50y,50.0,5.1756
