,term,term_d,rate
2014-11-27,0d,0.0,2.1537
2014-11-27,1m,0.08,3.2244
2014-11-27,2m,0.17,3.0559
2014-11-27,3m,0.25,3.057
2014-11-27,6m,0.5,3.0399
2014-11-27,9m,0.75,3.0377
2014-11-27,1y,1.0,3.0302
2014-11-27,2y,2.0,3.1602
2014-11-27,3y,3.0,3.2868
2014-11-27,4y,4.0,3.3601
2014-11-27,5y,5.0,3.4139
2014-11-27,6y,6.0,3.447
2014-11-27,7y,7.0,3.4616
2014-11-27,8y,8.0,3.4847
2014-11-27,9y,9.0,3.5042
2014-11-27,10y,10.0,3.5243
2014-11-27,15y,15.0,3.742
2014-11-27,20y,20.0,3.9319
2014-11-27,30y,30.0,4.0222
2014-11-27,40y,40.0,4.0857
2014-11-27,50y,50.0,4.1399
