,term,term_d,rate
2012-10-10,0d,0.0,1.8447
2012-10-10,1m,0.08,2.3464
2012-10-10,2m,0.17,2.6725
2012-10-10,3m,0.25,2.7067
2012-10-10,6m,0.5,2.6910000000000003
2012-10-10,9m,0.75,2.6985
2012-10-10,1y,1.0,2.7644
2012-10-10,2y,2.0,2.9419999999999997
2012-10-10,3y,3.0,3.1014
2012-10-10,4y,4.0,3.1785
2012-10-10,5y,5.0,3.2158
2012-10-10,6y,6.0,3.3423
2012-10-10,7y,7.0,3.4333
2012-10-10,8y,8.0,3.4463
2012-10-10,9y,9.0,3.4737
2012-10-10,10y,10.0,3.5036
2012-10-10,15y,15.0,3.8249
2012-10-10,20y,20.0,4.0901
2012-10-10,30y,30.0,4.2163
2012-10-10,40y,40.0,4.2734
2012-10-10,50y,50.0,4.3244
