,term,term_d,rate
2012-11-16,0d,0.0,1.8421
2012-11-16,1m,0.08,2.5228
2012-11-16,2m,0.17,2.8623
2012-11-16,3m,0.25,2.8573
2012-11-16,6m,0.5,2.8015
2012-11-16,9m,0.75,2.8146
2012-11-16,1y,1.0,2.8886
2012-11-16,2y,2.0,3.0107
2012-11-16,3y,3.0,3.0353
2012-11-16,4y,4.0,3.1176
2012-11-16,5y,5.0,3.1492
2012-11-16,6y,6.0,3.3095
2012-11-16,7y,7.0,3.4233
2012-11-16,8y,8.0,3.4654
2012-11-16,9y,9.0,3.4942
2012-11-16,10y,10.0,3.5133
2012-11-16,15y,15.0,3.8196
2012-11-16,20y,20.0,4.0835
2012-11-16,30y,30.0,4.1874
2012-11-16,40y,40.0,4.2704
2012-11-16,50y,50.0,4.3207
