,term,term_d,rate
2014-09-24,0d,0.0,2.2677
2014-09-24,1m,0.08,3.5442
2014-09-24,2m,0.17,3.5465
2014-09-24,3m,0.25,3.6412
2014-09-24,6m,0.5,3.7829
2014-09-24,9m,0.75,3.7844
2014-09-24,1y,1.0,3.7819
2014-09-24,2y,2.0,3.8509
2014-09-24,3y,3.0,3.8710000000000004
2014-09-24,4y,4.0,3.8960000000000004
2014-09-24,5y,5.0,3.9363
2014-09-24,6y,6.0,3.9509
2014-09-24,7y,7.0,4.0189
2014-09-24,8y,8.0,4.0269
2014-09-24,9y,9.0,4.0357
2014-09-24,10y,10.0,4.0425
2014-09-24,15y,15.0,4.2594
2014-09-24,20y,20.0,4.4493
2014-09-24,30y,30.0,4.6366
2014-09-24,40y,40.0,4.7147
2014-09-24,50y,50.0,4.7589
