,term,term_d,rate
2011-12-16,0d,0.0,1.8019
2011-12-16,1m,0.08,2.2986
2011-12-16,2m,0.17,2.6075
2011-12-16,3m,0.25,2.6165
2011-12-16,6m,0.5,2.5727
2011-12-16,9m,0.75,2.6399
2011-12-16,1y,1.0,2.7202
2011-12-16,2y,2.0,2.8282
2011-12-16,3y,3.0,2.9221
2011-12-16,4y,4.0,3.063
2011-12-16,5y,5.0,3.0836
2011-12-16,6y,6.0,3.3372
2011-12-16,7y,7.0,3.372
2011-12-16,8y,8.0,3.4478
2011-12-16,9y,9.0,3.4669
2011-12-16,10y,10.0,3.4637
2011-12-16,15y,15.0,3.7248
2011-12-16,20y,20.0,3.9482
2011-12-16,30y,30.0,4.0607
2011-12-16,40y,40.0,4.1531
2011-12-16,50y,50.0,4.2432
