,term,term_d,rate
2011-02-28,0d,0.0,1.8530000000000002
2011-02-28,1m,0.08,2.2897
2011-02-28,2m,0.17,2.5897
2011-02-28,3m,0.25,2.6208
2011-02-28,6m,0.5,2.7864
2011-02-28,9m,0.75,2.9033
2011-02-28,1y,1.0,3.0
2011-02-28,2y,2.0,3.2493
2011-02-28,3y,3.0,3.3574
2011-02-28,4y,4.0,3.5059
2011-02-28,5y,5.0,3.5849
2011-02-28,6y,6.0,3.7819
2011-02-28,7y,7.0,3.8212
2011-02-28,8y,8.0,3.875
2011-02-28,9y,9.0,3.9041
2011-02-28,10y,10.0,3.9314
2011-02-28,15y,15.0,4.1
2011-02-28,20y,20.0,4.1981
2011-02-28,30y,30.0,4.2986
2011-02-28,40y,40.0,4.3744
2011-02-28,50y,50.0,4.4399
