,term,term_d,rate
2014-01-13,0d,0.0,1.9587
2014-01-13,1m,0.08,4.9482
2014-01-13,2m,0.17,4.2092
2014-01-13,3m,0.25,3.9306
2014-01-13,6m,0.5,3.898
2014-01-13,9m,0.75,3.9252
2014-01-13,1y,1.0,4.0615
2014-01-13,2y,2.0,4.2981
2014-01-13,3y,3.0,4.3333
2014-01-13,4y,4.0,4.499
2014-01-13,5y,5.0,4.4387
2014-01-13,6y,6.0,4.649
2014-01-13,7y,7.0,4.5853
2014-01-13,8y,8.0,4.636
2014-01-13,9y,9.0,4.6352
2014-01-13,10y,10.0,4.5969999999999995
2014-01-13,15y,15.0,4.8180000000000005
2014-01-13,20y,20.0,5.0412
2014-01-13,30y,30.0,5.1432
2014-01-13,40y,40.0,5.2167
2014-01-13,50y,50.0,5.2716
