,term,term_d,rate
2011-03-01,0d,0.0,1.6622
2011-03-01,1m,0.08,2.0846
2011-03-01,2m,0.17,2.445
2011-03-01,3m,0.25,2.5369
2011-03-01,6m,0.5,2.7568
2011-03-01,9m,0.75,2.8694
2011-03-01,1y,1.0,2.9727
2011-03-01,2y,2.0,3.252
2011-03-01,3y,3.0,3.35
2011-03-01,4y,4.0,3.5068
2011-03-01,5y,5.0,3.5795
2011-03-01,6y,6.0,3.7776
2011-03-01,7y,7.0,3.8026
2011-03-01,8y,8.0,3.883
2011-03-01,9y,9.0,3.9068
2011-03-01,10y,10.0,3.9259
2011-03-01,15y,15.0,4.0975
2011-03-01,20y,20.0,4.1956
2011-03-01,30y,30.0,4.2961
2011-03-01,40y,40.0,4.3719
2011-03-01,50y,50.0,4.4375
