,term,term_d,rate
2015-09-10,0d,0.0,1.5048
2015-09-10,1m,0.08,2.1046
2015-09-10,2m,0.17,2.1401
2015-09-10,3m,0.25,2.2078
2015-09-10,6m,0.5,2.2996
2015-09-10,9m,0.75,2.2880000000000003
2015-09-10,1y,1.0,2.2546
2015-09-10,2y,2.0,2.6511
2015-09-10,3y,3.0,2.9938
2015-09-10,4y,4.0,3.1158
2015-09-10,5y,5.0,3.1901
2015-09-10,6y,6.0,3.3139
2015-09-10,7y,7.0,3.3549
2015-09-10,8y,8.0,3.3526
2015-09-10,9y,9.0,3.3484
2015-09-10,10y,10.0,3.3453
2015-09-10,15y,15.0,3.5133
2015-09-10,20y,20.0,3.7079
2015-09-10,30y,30.0,3.8160000000000003
2015-09-10,40y,40.0,3.8722
2015-09-10,50y,50.0,3.918
