,term,term_d,rate
2015-08-25,0d,0.0,1.2724
2015-08-25,1m,0.08,2.1335
2015-08-25,2m,0.17,2.2384
2015-08-25,3m,0.25,2.2337
2015-08-25,6m,0.5,2.2469
2015-08-25,9m,0.75,2.2464
2015-08-25,1y,1.0,2.28
2015-08-25,2y,2.0,2.6179
2015-08-25,3y,3.0,2.9376
2015-08-25,4y,4.0,3.0907
2015-08-25,5y,5.0,3.202
2015-08-25,6y,6.0,3.3960000000000004
2015-08-25,7y,7.0,3.4788
2015-08-25,8y,8.0,3.4741
2015-08-25,9y,9.0,3.4652
2015-08-25,10y,10.0,3.4577
2015-08-25,15y,15.0,3.6260000000000003
2015-08-25,20y,20.0,3.7925
2015-08-25,30y,30.0,3.9278
2015-08-25,40y,40.0,3.9835
2015-08-25,50y,50.0,4.0293
