,term,term_d,rate
2014-08-04,0d,0.0,2.5787
2014-08-04,1m,0.08,3.4291
2014-08-04,2m,0.17,3.5634
2014-08-04,3m,0.25,3.6029
2014-08-04,6m,0.5,3.7306
2014-08-04,9m,0.75,3.7084
2014-08-04,1y,1.0,3.7131
2014-08-04,2y,2.0,3.8553
2014-08-04,3y,3.0,3.9228
2014-08-04,4y,4.0,3.9587
2014-08-04,5y,5.0,3.9859
2014-08-04,6y,6.0,4.0574
2014-08-04,7y,7.0,4.1583
2014-08-04,8y,8.0,4.2073
2014-08-04,9y,9.0,4.2296
2014-08-04,10y,10.0,4.253
2014-08-04,15y,15.0,4.4362
2014-08-04,20y,20.0,4.6182
2014-08-04,30y,30.0,4.7617
2014-08-04,40y,40.0,4.8443
2014-08-04,50y,50.0,4.8885
