,term,term_d,rate
2012-07-31,0d,0.0,1.5430000000000001
2012-07-31,1m,0.08,1.8629
2012-07-31,2m,0.17,2.1327
2012-07-31,3m,0.25,2.1992
2012-07-31,6m,0.5,2.2908
2012-07-31,9m,0.75,2.295
2012-07-31,1y,1.0,2.3077
2012-07-31,2y,2.0,2.3709
2012-07-31,3y,3.0,2.6257
2012-07-31,4y,4.0,2.6499
2012-07-31,5y,5.0,2.8614
2012-07-31,6y,6.0,3.0255
2012-07-31,7y,7.0,3.0997
2012-07-31,8y,8.0,3.2481
2012-07-31,9y,9.0,3.2826
2012-07-31,10y,10.0,3.2915
2012-07-31,15y,15.0,3.6163
2012-07-31,20y,20.0,3.8974
2012-07-31,30y,30.0,4.1216
2012-07-31,40y,40.0,4.1691
2012-07-31,50y,50.0,4.2326
