,term,term_d,rate
2013-12-12,0d,0.0,2.6817
2013-12-12,1m,0.08,4.6017
2013-12-12,2m,0.17,4.4792
2013-12-12,3m,0.25,4.5595
2013-12-12,6m,0.5,4.2244
2013-12-12,9m,0.75,4.1744
2013-12-12,1y,1.0,4.0336
2013-12-12,2y,2.0,4.3617
2013-12-12,3y,3.0,4.3651
2013-12-12,4y,4.0,4.4629
2013-12-12,5y,5.0,4.4287
2013-12-12,6y,6.0,4.6434
2013-12-12,7y,7.0,4.6018
2013-12-12,8y,8.0,4.6413
2013-12-12,9y,9.0,4.6246
2013-12-12,10y,10.0,4.5913
2013-12-12,15y,15.0,4.8281
2013-12-12,20y,20.0,5.0513
2013-12-12,30y,30.0,5.1282
2013-12-12,40y,40.0,5.2368
2013-12-12,50y,50.0,5.2917
