,term,term_d,rate
2013-07-26,0d,0.0,2.9362
2013-07-26,1m,0.08,3.592
2013-07-26,2m,0.17,3.5926
2013-07-26,3m,0.25,3.4806
2013-07-26,6m,0.5,3.6327
2013-07-26,9m,0.75,3.4911
2013-07-26,1y,1.0,3.5034
2013-07-26,2y,2.0,3.5429
2013-07-26,3y,3.0,3.5767
2013-07-26,4y,4.0,3.6185
2013-07-26,5y,5.0,3.6668
2013-07-26,6y,6.0,3.6897
2013-07-26,7y,7.0,3.69
2013-07-26,8y,8.0,3.7114
2013-07-26,9y,9.0,3.7048
2013-07-26,10y,10.0,3.7152
2013-07-26,15y,15.0,3.8541
2013-07-26,20y,20.0,4.0403
2013-07-26,30y,30.0,4.1549
2013-07-26,40y,40.0,4.2335
2013-07-26,50y,50.0,4.2702
