,term,term_d,rate
2015-08-12,0d,0.0,1.0074
2015-08-12,1m,0.08,1.9578
2015-08-12,2m,0.17,2.238
2015-08-12,3m,0.25,2.2191
2015-08-12,6m,0.5,2.2373
2015-08-12,9m,0.75,2.2405
2015-08-12,1y,1.0,2.3181
2015-08-12,2y,2.0,2.6458
2015-08-12,3y,3.0,2.9635
2015-08-12,4y,4.0,3.1375
2015-08-12,5y,5.0,3.2661
2015-08-12,6y,6.0,3.4347
2015-08-12,7y,7.0,3.5191
2015-08-12,8y,8.0,3.5331
2015-08-12,9y,9.0,3.5386
2015-08-12,10y,10.0,3.5402
2015-08-12,15y,15.0,3.7081
2015-08-12,20y,20.0,3.8582
2015-08-12,30y,30.0,3.9771
2015-08-12,40y,40.0,4.0328
2015-08-12,50y,50.0,4.0786
