,term,term_d,rate
2011-11-24,0d,0.0,2.9428
2011-11-24,1m,0.08,2.7414
2011-11-24,2m,0.17,2.6206
2011-11-24,3m,0.25,2.6310000000000002
2011-11-24,6m,0.5,2.6416
2011-11-24,9m,0.75,2.6497
2011-11-24,1y,1.0,2.6754
2011-11-24,2y,2.0,3.0448
2011-11-24,3y,3.0,3.1249
2011-11-24,4y,4.0,3.287
2011-11-24,5y,5.0,3.3062
2011-11-24,6y,6.0,3.4798
2011-11-24,7y,7.0,3.5118
2011-11-24,8y,8.0,3.5998
2011-11-24,9y,9.0,3.6079
2011-11-24,10y,10.0,3.6103
2011-11-24,15y,15.0,3.8716
2011-11-24,20y,20.0,4.0447
2011-11-24,30y,30.0,4.1581
2011-11-24,40y,40.0,4.2467
2011-11-24,50y,50.0,4.3307
